"Human Gene" "Gene"
"9217" "SERPINB9" "Serpinb9g"
"9218" NA "Vmn1r171"
"9219" "SMYD5" "Smyd5"
"9220" "STX18" "Stx18"
"9221" "PLAGL1" "Plagl1"
"9222" NA "Vmn1r172"
"9223" "TNFSF18" "Tnfsf18"
"9224" NA "Cyp2j12"
"9225" "BTBD10" "Btbd10"
"9226" "SERPINB6" "Serpinb6d"
"9227" "PSMC6" "Psmc6"
"9228" "FASLG" "Fasl"
"9229" NA "Cyp2j7"
"9230" "SERPINB6" "Serpinb6e"
"9231" "ST3GAL3" "St3gal3"
"9232" "SERPINB6" "Serpinb6c"
"9233" "ANGEL2" "Angel2"
"9234" "PRADC1" "Pradc1"
"9235" NA "Vmn1r173"
"9236" "AP4B1" "Ap4b1"
"9237" "PTH" "Pth"
"9238" "NKAPL" "Nkapl"
"9239" "PLPP4" "Plpp4"
"9240" "ISCA1" "AK157302"
"9241" "ZKSCAN8" "Zkscan8"
"9242" "ARL8B" "Arl8b"
"9243" "PUF60" "Puf60"
"9244" "B2M" "B2m"
"9245" NA "Cyp2j11"
"9246" NA "Vmn1r174"
"9247" NA "Vmn1r175"
"9248" "PPP6R1" "Ppp6r1"
"9249" "TRIM69" "Trim69"
"9250" "SMAD7" "Smad7"
"9251" NA "Cyp2j8"
"9252" NA "Cyp2j6"
"9253" "PCK2" "Pck2"
"9254" "AAR2" "Aar2"
"9255" "CCSER1" "Ccser1"
"9256" "CYP2J2" "Cyp2j9"
"9257" "TERB2" "Terb2"
"9258" "SUCO" "Suco"
"9259" "PNPLA1" "Pnpla1"
"9260" NA "Cyp2j5"
"9261" "KIAA1328" "AW554918"
"9262" "IRS2" "Irs2"
"9263" "PHTF2" "Phtf2"
"9264" NA "Vmn1r176"
"9265" "SORD" "Sord"
"9266" NA "Vmn1r177"
"9267" NA "Vmn1r178"
"9268" "CNGB1" "Cngb1"
"9269" NA "Vmn1r179"
"9270" "NRBP2" "Nrbp2"
"9271" NA "Vmn1r180"
"9272" "C1orf87" "Gm12695"
"9273" "RGS19" "Rgs19"
"9274" "EDEM1" "Edem1"
"9275" "HSPBP1" "Hspbp1"
"9276" "RAB9B" "Rab9b"
"9277" NA "Slc22a20"
"9278" "PLXNB1" "Plxnb1"
"9279" NA "E130114P18Rik"
"9280" NA "Gm43064"
"9281" "SAP130" "Sap130"
"9282" "PXT1" "Pxt1"
"9283" "BCL2L15" "Bcl2l15"
"9284" "STARD3NL" "Stard3nl"
"9285" NA "Tmsb15l"
"9286" "CAPN1" "Capn1"
"9287" "TBCC" "Tbcc"
"9288" NA "Tmsb15b1"
"9289" "PRPH2" "Prph2"
"9290" NA "Vmn1r181"
"9291" "STYX" "Styx"
"9292" "MBNL1" "Mbnl1"
"9293" "KCTD20" "Kctd20"
"9294" NA "V1rd19"
"9295" "TMEM60" "Tmem60"
"9296" "KDM4A" "Kdm4a"
"9297" "WDR11" "Wdr11"
"9298" "RSBN1L" "Rsbn1l"
"9299" "GRID2" "Grid2"
"9300" "VASH2" "Vash2"
"9301" "TECRL" "Tecrl"
"9302" NA "BC024139"
"9303" "ATOH1" "Atoh1"
"9304" "C1orf105" "4930558K02Rik"
"9305" "ATF7IP" "Atf7ip"
"9306" "SYVN1" "Syvn1"
"9307" "FBXW12" "Fbxw21"
"9308" "GNPNAT1" "Gnpnat1"
"9309" "PIGC" "Pigc"
"9310" "DIAPH1" "Diaph1"
"9311" "SCARB1" "Scarb1"
"9312" NA "Rhox10"
"9313" "LKAAEAR1" "Lkaaear1"
"9314" "PLEC" "Plec"
"9315" NA "Rhox11"
"9316" "DUOX2" "Duox2"
"9317" NA "Rhox12"
"9318" NA "Vmn1r183"
"9319" "ZC2HC1B" "Zc2hc1b"
"9320" "PCCB" "Pccb"
"9321" "RHOXF1" "Rhox13"
"9322" "SPATA45" "Spata45"
"9323" "ZBTB33" "Zbtb33"
"9324" "MAN2A2" "Man2a2"
"9325" "LTV1" "Ltv1"
"9326" "MPP4" "Mpp4"
"9327" "IDI2" "Idi2"
"9328" "CCT7" "Cct7"
"9329" "PHF6" "Phf6"
"9330" "PHACTR2" "Phactr2"
"9331" "IDI1" "Idi1"
"9332" "FERMT2" "Fermt2"
"9333" "PSME3" "Psme3"
"9334" "DUOXA2" "Duoxa2"
"9335" NA "Gm10267"
"9336" "OPRL1" "Oprl1"
"9337" "KCNN2" "Kcnn2"
"9338" "MCTP1" "Mctp1"
"9339" "ARVCF" "Arvcf"
"9340" "PTPN12" "Ptpn12"
"9341" "FBXW12" "Fbxw13"
"9342" "ZNF319" "Zfp319"
"9343" "TFRC" "Tfrc"
"9344" "COL4A1" "Col4a1"
"9345" "PTPRF" "Ptprf"
"9346" "MSL2" "Msl2"
"9347" "UBC" "Ubc"
"9348" "GRM7" "Grm7"
"9349" "AOC2" "Aoc2"
"9350" "DDHD1" "Ddhd1"
"9351" "FBXW12" "Fbxw20"
"9352" "P2RY1" "P2ry1"
"9353" "SEMA6A" "Sema6a"
"9354" NA "Gm10277"
"9355" "AOC3" "Aoc3"
"9356" "GCM2" "Gcm2"
"9357" NA "Gm10382"
"9358" "ZNF180" "Zfp180"
"9359" "FUCA2" "Fuca2"
"9360" "UBR2" "Ubr2"
"9361" "DHX37" "Dhx37"
"9362" "TNK2" "Tnk2"
"9363" "PTPN22" "Ptpn22"
"9364" "SYCP2L" "Sycp2l"
"9365" "GAA" "Gaa"
"9366" "MRPL49" "Mrpl49"
"9367" "PPP2R3A" "Ppp2r3a"
"9368" "ZNF112" "Zfp112"
"9369" "DUOXA1" "Duoxa1"
"9370" "PEX3" "Pex3"
"9371" NA "Gm17577"
"9372" "PLBD1" "Plbd1"
"9373" "ZNF233" "Zfp235"
"9374" "FAU" "Fau"
"9375" NA "Gm17467"
"9376" "ELOVL2" "Elovl2"
"9377" "ZNF233" "Zfp114"
"9378" "FAR1" "Far1"
"9379" "CLDN34" "Cldn34b3"
"9380" "LMCD1" "Lmcd1"
"9381" "DUOX1" "Duox1"
"9382" "CLDN34" "Cldn34b4"
"9383" "CLDN34" "Cldn34d"
"9384" "BRI3BP" "Bri3bp"
"9385" "SMIM13" "Smim13"
"9386" "NEDD9" "Nedd9"
"9387" "FBXO41" "Fbxo41"
"9388" "ZNHIT2" "Znhit2"
"9389" NA "Gm17521"
"9390" "ARHGEF26" "Arhgef26"
"9391" NA "Vmn2r121"
"9392" "FBXW12" "Fbxw14"
"9393" "TM7SF2" "Tm7sf2"
"9394" "C1orf159" "9430015G10Rik"
"9395" "AACS" "Aacs"
"9396" NA "Gm17584"
"9397" "PIPOX" "Pipox"
"9398" NA "Gm17469"
"9399" "CLDN34" "Cldn34c1"
"9400" "RSBN1" "Rsbn1"
"9401" "CLDN34" "Cldn34c2"
"9402" "CLDN34" "Cldn34c3"
"9403" "KIAA1217" "Etl4"
"9404" "UBQLN2" "Ubqln2"
"9405" "ADAT2" "Adat2"
"9406" NA "Cypt2"
"9407" "FBXW12" "Fbxw28"
"9408" NA "Cypt1"
"9409" "USB1" "Usb1"
"9410" "AIG1" "Aig1"
"9411" "EGR4" "Egr4"
"9412" NA "Cypt3"
"9413" "SSUH2" "Ssu2"
"9414" "EIF4A3" "Eif4a3"
"9415" "RNF223" "Rnf223"
"9416" "TATDN3" "Tatdn3"
"9417" "NXF2B" "Nxf7"
"9418" "NXF2" "Nxf7"
"9419" "NFIA" "Nfia"
"9420" "CP" "Cp"
"9421" "MMP15" "Mmp15"
"9422" "VPS51" "Vps51"
"9423" NA "Gm9776"
"9424" "TMEM132B" "Tmem132b"
"9425" NA "Gm27029"
"9426" "CFAP20" "Cfap20"
"9427" NA "Zfp111"
"9428" "HIVEP2" "Hivep2"
"9429" "CAV3" "Cav3"
"9430" NA "Gm28374"
"9431" "TMEM262" "Tmem262"
"9432" "OXTR" "Oxtr"
"9433" "AARSD1" "Aarsd1"
"9434" "ZNF233" "Zfp109"
"9435" "ZFPL1" "Zfpl1"
"9436" "SMARCAD1" "Smarcad1"
"9437" "EPHA5" "Epha5"
"9438" "EPHB1" "Ephb1"
"9439" "BRSK1" "Brsk1"
"9440" "SAMD4A" "Samd4"
"9441" "PTGES3L" "Ptges3l"
"9442" "COL4A2" "Col4a2"
"9443" "ADGRG6" "Adgrg6"
"9444" "TNFAIP8" "Tnfaip8"
"9445" "CDCA5" "Cdca5"
"9446" "RUNDC1" "Rundc1"
"9447" "DNM3" "Dnm3"
"9448" "BIN1" "Bin1"
"9449" "SEZ6" "Sez6"
"9450" "NAALADL1" "Naaladl1"
"9451" "TCP11X2" "Tcp11x2"
"9452" "TCP11X1" "Tcp11x2"
"9453" "FBXW12" "Fbxw22"
"9454" NA "Tmsb15a"
"9455" "SAC3D1" "Sac3d1"
"9456" "SNX15" "Snx15"
"9457" "GUCY2C" "Gucy2c"
"9458" "FBXW12" "Fbxw16"
"9459" "RAB20" "Rab20"
"9460" "NXF2B" "Nxf2"
"9461" "NXF2" "Nxf2"
"9462" "UNC5D" "Unc5d"
"9463" "VTA1" "Vta1"
"9464" "STK38" "Stk38"
"9465" "FBXW12" "Fbxw19"
"9466" "ZNF233" "Zfp108"
"9467" "SPON1" "Spon1"
"9468" "KY" "Ky"
"9469" "ARL2" "Arl2"
"9470" "NMBR" "Nmbr"
"9471" "BATF2" "Batf2"
"9472" "FBXW12" "Fbxw15"
"9473" "ZNF233" "Zfp93"
"9474" "RPL27" "Rpl27"
"9475" "TMEM150B" "Tmem150b"
"9476" "GJE1" "Gje1"
"9477" "CCDC88B" "Ccdc88b"
"9478" "ALMS1" "Alms1"
"9479" "IFI35" "Ifi35"
"9480" "TMEM132C" "Tmem132c"
"9481" "RRAS2" "Rras2"
"9482" "FBXW12" "Fbxw24"
"9483" "DHX36" "Dhx36"
"9484" "SZT2" "Szt2"
"9485" "MUC4" "Muc4"
"9486" "FES" "Fes"
"9487" "MUC20" "Muc20"
"9488" "VAT1" "Vat1"
"9489" "CENPC" "Cenpc1"
"9490" "FBXW12" "Fbxw25"
"9491" "NSL1" "Nsl1"
"9492" "FBXW12" "Fbxw18"
"9493" "CITED2" "Cited2"
"9494" "DUSP26" "Dusp26"
"9495" "FYTTD1" "Fyttd1"
"9496" "TXLNB" "Txlnb"
"9497" "USP14" "Usp14"
"9498" "ZMAT1" "Zmat1"
"9499" "RND2" "Rnd2"
"9500" "GPR149" "Gpr149"
"9501" "RNF122" "Rnf122"
"9502" "HPGDS" "Hpgds"
"9503" "FBXW12" "Fbxw26"
"9504" "BATF3" "Batf3"
"9505" "HPS3" "Hps3"
"9506" "CEP63" "Cep63"
"9507" "GSAP" "Gsap"
"9508" NA "Gm16494"
"9509" "GCH1" "Gch1"
"9510" "NAT8B" "Nat8f7"
"9511" "NAT8" "Nat8f7"
"9512" "HECA" "Heca"
"9513" "PHF12" "Phf12"
"9514" "ATF3" "Atf3"
"9515" "TCEAL5" "Tceal6"
"9516" "TCEAL6" "Tceal6"
"9517" "TCEAL3" "Tceal6"
"9518" "CSNK2A2" "Csnk2a2"
"9519" "SRSF3" "Srsf3"
"9520" "ABRACL" "Abracl"
"9521" "NAT8B" "Nat8f3"
"9522" "NAT8" "Nat8f3"
"9523" NA "Mcpt8"
"9524" "ALS2" "Als2"
"9525" "PRDX5" "Prdx5"
"9526" "NAT8B" "Nat8f6"
"9527" "NAT8" "Nat8f6"
"9528" "REPS1" "Reps1"
"9529" "CTSG" "Ctsg"
"9530" "ARMCX5" "Armcx5"
"9531" "NAT8B" "Nat8f5"
"9532" "NAT8" "Nat8f5"
"9533" "GPRASP1" "Gprasp1"
"9534" "GZMH" "Gzme"
"9535" "NAT8B" "Nat8"
"9536" "NAT8" "Nat8"
"9537" "NAT8B" "Nat8f2"
"9538" "NAT8" "Nat8f2"
"9539" "GZMH" "Gzmd"
"9540" "GZMH" "Gzmg"
"9541" "ROCK1" "Rock1"
"9542" "GZMH" "Gzmn"
"9543" "ZNF226" "Zfp61"
"9544" "GPRASP3" "Bhlhb9"
"9545" "ARMCX5-GPRASP2" "Bhlhb9"
"9546" "TM2D1" "Tm2d1"
"9547" "NAT8B" "Nat8f4"
"9548" "NAT8" "Nat8f4"
"9549" "GZMH" "Gzmf"
"9550" "GRIN2A" "Grin2a"
"9551" "CDKN1A" "Cdkn1a"
"9552" "GZMB" "Gzmc"
"9553" "NAT8B" "Nat8f1"
"9554" "NAT8" "Nat8f1"
"9555" "TRMT112" "Trmt112"
"9556" "COPB1" "Copb1"
"9557" NA "Wbp11"
"9558" "BRCA1" "Brca1"
"9559" "FBXW12" "Fbxw27"
"9560" "GZMB" "Gzmb"
"9561" "RAB44" "Rab44"
"9562" "SPINK8" "Spink8"
"9563" "GPRASP2" "Gprasp2"
"9564" "ESRRA" "Esrra"
"9565" "ATP12A" "Atp12a"
"9566" "SHF" "Shf"
"9567" "METTL13" "Mettl13"
"9568" "ANAPC13" "Anapc13"
"9569" "MED8" "Med8"
"9570" "ZNF45" "Zfp94"
"9571" "TTI2" "Tti2"
"9572" "RNF17" "Rnf17"
"9573" "NME6" "Nme6"
"9574" "CPNE5" "Cpne5"
"9575" "MME" "Mme"
"9576" "IQCG" "Iqcg"
"9577" "TESC" "Tescl"
"9578" "BAD" "Bad"
"9579" "PSMA1" "Psma1"
"9580" "ELOVL1" "Elovl1"
"9581" NA "Rpl35a"
"9582" "C12orf60" "BC049715"
"9583" "NENF" "Nenf"
"9584" "SCGB3A1" "Scgb3a1"
"9585" "CCDC113" "Ccdc113"
"9586" "SND1" "Snd1"
"9587" "CNOT6" "Cnot6"
"9588" "LYPD5" "Lypd5"
"9589" "DLGAP4" "Dlgap4"
"9590" NA "Gm9955"
"9591" "FHOD3" "Fhod3"
"9592" "CDK15" "Cdk15"
"9593" "FURIN" "Furin"
"9594" "PLCB3" "Plcb3"
"9595" "CAMP" "Camp"
"9596" "PPIL1" "Ppil1"
"9597" "ECT2L" "Ect2l"
"9598" "LMLN" "Lmln"
"9599" "CDC25A" "Cdc25a"
"9600" "CDC20" "Cdc20"
"9601" "GFPT2" "Gfpt2"
"9602" "C6orf89" "BC004004"
"9603" "SNX4" "Snx4"
"9604" "CENPJ" "Cenpj"
"9605" "AGRN" "Agrn"
"9606" "CCDC28A" "Ccdc28a"
"9607" "STAP1" "Stap1"
"9608" "PPP2R5A" "Ppp2r5a"
"9609" "BACE2" "Bace2"
"9610" "TNIP3" "Tnip3"
"9611" "NCOR1" "Ncor1"
"9612" "KLHL3" "Klhl3"
"9613" "PDE3B" "Pde3b"
"9614" "PARP4" "Parp4"
"9615" "NHSL1" "Nhsl1"
"9616" "AMOTL2" "Amotl2"
"9617" "FZD7" "Fzd7"
"9618" "PHTF1" "Phtf1"
"9619" "HNRNPA0" "Hnrnpa0"
"9620" NA "Gm17333"
"9621" "ZCCHC12" "Zcchc18"
"9622" "ZCCHC18" "Zcchc18"
"9623" "KIAA2012" "Gm973"
"9624" "IDNK" "Idnk"
"9625" "SLC15A4" "Slc15a4"
"9626" "SMCO3" "Smco3"
"9627" "PPP1R14B" "Ppp1r14b"
"9628" "MPHOSPH8" "Mphosph8"
"9629" "ZC4H2" "Zc4h2"
"9630" "LRRC4" "Lrrc4"
"9631" "NDNF" "Ndnf"
"9632" "SYCP3" "Gm16405"
"9633" "RNF144A" "Rnf144a"
"9634" "SYCP3" "Gm16430"
"9635" NA "Fkbp2"
"9636" "ART4" "Art4"
"9637" "HEBP2" "Hebp2"
"9638" "MAK16" "Mak16"
"9639" "UBQLN1" "Ubqln1"
"9640" "SUMO1" "Sumo1"
"9641" "LEP" "Lep"
"9642" NA "Gm17361"
"9643" NA "Gm21616"
"9644" "ARFGEF3" "Arfgef3"
"9645" "CCDC146" "Ccdc146"
"9646" "VEGFB" "Vegfb"
"9647" NA "Gm17693"
"9648" "MGP" "Mgp"
"9649" "VAMP4" "Vamp4"
"9650" "RSAD2" "Rsad2"
"9651" "PRSS54" "Prss54"
"9652" NA "Gm9637"
"9653" "ERP27" "Erp27"
"9654" "RNF128" "Rnf128"
"9655" "UBE2E2" "Ube2e2"
"9656" "FGL2" "Fgl2"
"9657" "RAD18" "Rad18"
"9658" "FAM185A" "Fam185a"
"9659" "DNAJC4" "Dnajc4"
"9660" "GINS3" "Gins3"
"9661" "GLT1D1" "Glt1d1"
"9662" "KCNN4" "Kcnn4"
"9663" "FUT10" "Fut10"
"9664" "NUDT22" "Nudt22"
"9665" NA "Gm4922"
"9666" NA "Gm5627"
"9667" "UBE2E1" "Ube2e1"
"9668" "PERP" "Perp"
"9669" "RPLP1" "Rplp1"
"9670" "TNFAIP3" "Tnfaip3"
"9671" "RYK" "Ryk"
"9672" "CYP2R1" "Cyp2r1"
"9673" "MYL9" "Myl9"
"9674" "TMEM132D" "Tmem132d"
"9675" "GKAP1" "Gkap1"
"9676" "NKIRAS1" "Nkiras1"
"9677" "TRPT1" "Trpt1"
"9678" "SLC28A2" "Slc28a2"
"9679" "CMPK2" "Cmpk2"
"9680" "CARS2" "Cars2"
"9681" "RPL15" "Rpl15"
"9682" "WSCD2" "Wscd2"
"9683" "FERMT3" "Fermt3"
"9684" "COX6B2" "Cox6b2"
"9685" "MYOC" "Myoc"
"9686" NA "Gm16505"
"9687" "MOSPD1" "Mospd1"
"9688" "PDGFRB" "Pdgfrb"
"9689" "UBA6" "Uba6"
"9690" "NR1D2" "Nr1d2"
"9691" "DTL" "Dtl"
"9692" "STIP1" "Stip1"
"9693" NA "Vmn2r-ps104"
"9694" "OLIG3" "Olig3"
"9695" "IFNGR1" "Ifngr1"
"9696" "THRB" "Thrb"
"9697" "KIF23" "Kif23"
"9698" "IL11" "Il11"
"9699" "ARHGDIB" "Arhgdib"
"9700" NA "Gm7104"
"9701" "TGIF2" "Tgif2"
"9702" NA "Etd"
"9703" "TMEM190" "Tmem190"
"9704" "RP2" "Rp2"
"9705" "RPS6KA4" "Rps6ka4"
"9706" "SMG9" "Smg9"
"9707" "SPTLC2" "Sptlc2"
"9708" "CPEB3" "Cpeb3"
"9709" "ING1" "Ing1"
"9710" "IL22RA2" "Il22ra2"
"9711" "PRDM5" "Prdm5"
"9712" "ANKRD10" "Ankrd10"
"9713" "RARB" "Rarb"
"9714" "IL20RA" "Il20ra"
"9715" "MPL" "Mpl"
"9716" NA "4930518I15Rik"
"9717" "SLCO2A1" "Slco2a1"
"9718" "SLC35D3" "Slc35d3"
"9719" "PEX7" "Pex7"
"9720" "NOP58" "Nop58"
"9721" "ALKBH1" "Alkbh1"
"9722" "CKAP5" "Ckap5"
"9723" "FZD10" "Fzd10"
"9724" "SFRP4" "Sfrp4"
"9725" "GNRHR" "Gnrhr"
"9726" "RGN" "Rgn"
"9727" "BLM" "Blm"
"9728" "CSF1R" "Csf1r"
"9729" "FBXL13" "Fbxl13"
"9730" "HLTF" "Hltf"
"9731" "TOP2B" "Top2b"
"9732" "NDUFB11" "Ndufb11"
"9733" "PDE6H" "Pde6h"
"9734" "RBM10" "Rbm10"
"9735" NA "Fbxw17"
"9736" "SLIRP" "Slirp"
"9737" "PAQR5" "Paqr5"
"9738" NA "4930544G11Rik"
"9739" "NWD1" "Nwd1"
"9740" "MAP3K5" "Map3k5"
"9741" "RBM28" "Rbm28"
"9742" "ISG15" "Isg15"
"9743" "PERM1" "Perm1"
"9744" "PI16" "Pi16"
"9745" "TIE1" "Tie1"
"9746" "SNW1" "Snw1"
"9747" "RAB6B" "Rab6b"
"9748" "NUTM2F" "Nutm2"
"9749" "NUTM2G" "Nutm2"
"9750" "NUTM2E" "Nutm2"
"9751" "NUTM2D" "Nutm2"
"9752" "NUTM2B" "Nutm2"
"9753" "NUTM2A" "Nutm2"
"9754" "GLCE" "Glce"
"9755" NA "Gm8765"
"9756" "TMEM238" "Tmem238"
"9757" "PRAMEF15" "Gm2042"
"9758" "PRAMEF9" "Gm2042"
"9759" "PRAMEF26" "Gm2042"
"9760" "PRAMEF2" "Gm2042"
"9761" "PRAMEF13" "Gm2042"
"9762" "PRAMEF8" "Gm2042"
"9763" "PRAMEF25" "Gm2042"
"9764" "PRAMEF4" "Gm2042"
"9765" "PRAMEF7" "Gm2042"
"9766" "PRAMEF27" "Gm2042"
"9767" "PRAMEF5" "Gm2042"
"9768" "PRAMEF18" "Gm2042"
"9769" "PRAMEF12" "Gm2042"
"9770" "PRAMEF20" "Gm2042"
"9771" "PRAMEF10" "Gm2042"
"9772" "PRAMEF1" "Gm2042"
"9773" "PRAMEF11" "Gm2042"
"9774" "PRAMEF6" "Gm2042"
"9775" "PRAMEF14" "Gm2042"
"9776" "PRAMEF19" "Gm2042"
"9777" "PRAMEF33" "Gm2042"
"9778" "PRAMEF17" "Gm2042"
"9779" "SLC4A9" "Slc4a9"
"9780" "SPESP1" "Spesp1"
"9781" "NSUN2" "Nsun2"
"9782" "SRPRB" "Srprb"
"9783" "CALCA" "Calca"
"9784" "INTS7" "Ints7"
"9785" "NGLY1" "Ngly1"
"9786" "LRRC17" "Lrrc17"
"9787" "PRRT4" "Prrt4"
"9788" "MTCH1" "Mtch1"
"9789" NA "Tmprss11c"
"9790" "DSCAML1" "Dscaml1"
"9791" "C1orf210" "2610528J11Rik"
"9792" "RERG" "Rerg"
"9793" "TMPRSS11D" "Tmprss11d"
"9794" "TMEM125" "Tmem125"
"9795" "MAP7" "Map7"
"9796" "NOC2L" "Noc2l"
"9797" "ADCK1" "Adck1"
"9798" "OXSM" "Oxsm"
"9799" "RPL28" "Rpl28"
"9800" "MAD2L1" "Mad2l1"
"9801" "GBP5" "Gbp5"
"9802" "IDE" "Ide"
"9803" "ARMC10" "Armc10"
"9804" "SIPA1L3" "Sipa1l3"
"9805" NA "Vmn1r32"
"9806" NA "Vmn1r33"
"9807" "NDRG4" "Ndrg4"
"9808" "CFAP57" "Cfap57"
"9809" "LRRC3B" "Lrrc3b"
"9810" "TPRKB" "Tprkb"
"9811" "BMPR2" "Bmpr2"
"9812" "GBP4" "Gbp7"
"9813" "NEK10" "Nek10"
"9814" "ALLC" "Allc"
"9815" "TMPRSS11A" "Tmprss11a"
"9816" "FAM117B" "Fam117b"
"9817" "KIF11" "Kif11"
"9818" "SAMD11" "Samd11"
"9819" "NAPEPLD" "Napepld"
"9820" "LPGAT1" "Lpgat1"
"9821" "ANP32D" "Anp32a"
"9822" "ANP32A" "Anp32a"
"9823" "COLEC11" "Colec11"
"9824" NA "Tmprss11g"
"9825" "MAGI3" "Magi3"
"9826" "SPTBN2" "Sptbn2"
"9827" "UBA1" "Uba1"
"9828" "ZKSCAN4" "Zkscan4"
"9829" "EPDR1" "Epdr1"
"9830" "EBNA1BP2" "Ebna1bp2"
"9831" "RPS7" "Rps7"
"9832" "SRD5A1" "Srd5a1"
"9833" "BCLAF1" "Bclaf1"
"9834" "TMPRSS11F" "Tmprss11f"
"9835" "UBE2S" "Ube2s"
"9836" "RNASEH1" "Rnaseh1"
"9837" "ICA1L" "Ica1l"
"9838" "SLC4A7" "Slc4a7"
"9839" "CORO2B" "Coro2b"
"9840" "PIWIL1" "Piwil1"
"9841" "CRTC3" "Crtc3"
"9842" "MX1" "Mx1"
"9843" "ADI1" "Adi1"
"9844" "TRAPPC12" "Trappc12"
"9845" NA "Vmn2r125"
"9846" "UBE2QL1" "Ube2ql1"
"9847" "FGD2" "Fgd2"
"9848" NA "Med10"
"9849" NA "Gm9242"
"9850" "RBM4B" "Rbm4b"
"9851" NA "Vmn1r34"
"9852" "NEK2" "Nek2"
"9853" "PLAUR" "Plaur"
"9854" "TF" "Trf"
"9855" "SRGAP3" "Srgap3"
"9856" "PIGL" "Pigl"
"9857" NA "AF067063"
"9858" NA "D13Ertd608e"
"9859" "RBM4" "Rbm4"
"9860" NA "Tcstv1"
"9861" NA "Gm21761"
"9862" NA "B020031M17Rik"
"9863" "MAPK9" "Mapk9"
"9864" "TMPRSS2" "Tmprss2"
"9865" "ANKHD1" "Ankhd1"
"9866" NA "Gm21370"
"9867" "SETD6" "Setd6"
"9868" NA "Lao1"
"9869" "CDK16" "Cdk16"
"9870" NA "Gm20767"
"9871" "SLC30A1" "Slc30a1"
"9872" "SHISA7" "Shisa7"
"9873" "WDR12" "Wdr12"
"9874" "GBP4" "Gbp3"
"9875" "BTF3" "Btf3"
"9876" "PLEKHS1" "Plekhs1"
"9877" "ISOC2" "Isoc2b"
"9878" "SIN3B" "Sin3b"
"9879" "SLC2A1" "Slc2a1"
"9880" "CADM4" "Cadm4"
"9881" "KCNE1" "Kcne1"
"9882" "WDR1" "Wdr1"
"9883" "LGMN" "Lgmn"
"9884" "CLIC6" "Clic6"
"9885" "RNF8" "Rnf8"
"9886" "ZNF428" "Zfp428"
"9887" "FOXD1" "Foxd1"
"9888" "GBP2" "Gbp2b"
"9889" "BFAR" "Bfar"
"9890" "ITGA11" "Itga11"
"9891" NA "Gm10320"
"9892" NA "Vmn1r35"
"9893" "TMEM174" "Tmem174"
"9894" "TMEM171" "Tmem171"
"9895" "ZNF691" "Zfp691"
"9896" "IRGQ" "Irgq"
"9897" NA "Vmn1r36"
"9898" NA "Vmn1r37"
"9899" "PINLYP" "Pinlyp"
"9900" "UQCRB" "Uqcrb"
"9901" "USP11" "Usp11"
"9902" "DUSP11" "Dusp11"
"9903" "GBP2" "Gbp2"
"9904" NA "Gm28043"
"9905" "DCLRE1A" "Dclre1a"
"9906" "GOLGA5" "Golga5"
"9907" "MTERF3" "Mterf3"
"9908" "PMPCB" "Pmpcb"
"9909" "MTFR2" "Mtfr2"
"9910" "CMTR1" "Cmtr1"
"9911" "PLA2G10" "Pla2g10"
"9912" "EIF4EBP3" "Eif4ebp3"
"9913" "F2RL3" "F2rl3"
"9914" "IQGAP1" "Iqgap1"
"9915" "SRA1" "Sra1"
"9916" "PRRC2C" "Prrc2c"
"9917" "RCAN1" "Rcan1"
"9918" "PDE7B" "Pde7b"
"9919" "LRIG2" "Lrig2"
"9920" NA "Vmn1r38"
"9921" "FIGLA" "Figla"
"9922" "OLIG2" "Olig2"
"9923" "OLIG1" "Olig1"
"9924" "CHGA" "Chga"
"9925" NA "Vmn1r39"
"9926" NA "Tmprss11b"
"9927" "PTDSS1" "Ptdss1"
"9928" "THUMPD3" "Thumpd3"
"9929" "IFNAR2" "Ifnar2"
"9930" "SLA2" "Sla2"
"9931" "ITPK1" "Itpk1"
"9932" "JADE3" "Jade3"
"9933" "FEM1B" "Fem1b"
"9934" "ZNF518B" "Zfp518b"
"9935" "CEP164" "Cep164"
"9936" "TMPRSS11E" "Tmprss11e"
"9937" "IMPDH1" "Impdh1"
"9938" NA "Srsx"
"9939" "ZNF845" "Zfp712"
"9940" "ISX" "Isx"
"9941" NA "Zfp708"
"9942" NA "Gm20604"
"9943" "BRS3" "Brs3"
"9944" "SLC35A4" "Slc35a4"
"9945" "MOAP1" "Moap1"
"9946" "HTATSF1" "Htatsf1"
"9947" "AHI1" "Ahi1"
"9948" "CHN1" "Chn1"
"9949" "HMGXB4" "Hmgxb4"
"9950" NA "E230025N22Rik"
"9951" "HS3ST1" "Hs3st1"
"9952" NA "Gm28557"
"9953" "SLC16A1" "Slc16a1"
"9954" "UBR7" "Ubr7"
"9955" "CD14" "Cd14"
"9956" "TMCO6" "Tmco6"
"9957" "RAB28" "Rab28"
"9958" "ZNF429" "Rslcan18"
"9959" "CATSPERG" "Catsperg2"
"9960" "KYAT3" "Kyat3"
"9961" "CCDC167" "Ccdc167"
"9962" "ZNF845" "Zfp759"
"9963" "BTBD7" "Btbd7"
"9964" "ZNF429" "Rsl1"
"9965" "CENPV" "Cenpv"
"9966" "NDUFA2" "Ndufa2"
"9967" "ZNF429" "Zfp455"
"9968" NA "Gm21970"
"9969" "NKX3-2" "Nkx3-2"
"9970" "IL10RB" "Il10rb"
"9971" "TOM1" "Tom1"
"9972" NA "Ik"
